  cluster  E_norm [Eh]  De [kcal]    p
     1   -763.969442     0.0000   1.0000
     2   -763.958271     7.0095   0.0000
     3   -763.954413     9.4306   0.0000
     4   -763.953997     9.6914   0.0000
     5   -763.952601     ******   0.0000
     6   -763.951982     ******   0.0000
     7   -763.948343     ******   0.0000
     8   -763.947234     ******   0.0000
     9   -763.947021     ******   0.0000
     10  -763.945671     ******   0.0000
     11  -763.943071     ******   0.0000
     12  -763.942572     ******   0.0000
     13  -763.941369     ******   0.0000
     14  -763.940272     ******   0.0000
     15  -763.939828     ******   0.0000
     16  -763.938699     ******   0.0000
     17  -763.937807     ******   0.0000
     18  -763.935494     ******   0.0000
     19  -763.934433     ******   0.0000
     20  -763.929023     ******   0.0000

Ensemble free energy [Eh]:     -763.9694416983
