   #           Energy [Eh]      SASA
No   1     -229.0465861776     3237.8
No   2     -229.0491273167     3239.5
No   3     -229.0524226296     3194.8
No   4     -229.0477833561     3137.6
No   5     -229.0432678865     3079.0
No   6     -229.0381664982     3140.9
No   7     -229.0425480468     3204.1
No   8     -229.0424605122     3092.4
No   9     -229.0343975200     3222.2
No  10     -229.0461612874     3136.6
No  11     -229.0358245330     3093.4
No  12     -229.0384058894     3250.1
No  13     -229.0451290541     2961.0
No  14     -229.0284042110     3142.8
No  15     -229.0381708382     3275.6
No  16     -229.0436538812     3187.2
No  17     -229.0253824750     3090.3
No  18     -229.0402602862     3125.8
No  19     -229.0398395118     3180.5
No  20     -229.0376472319     3016.5
