   #   Energy       Run. Aver.   Diff / au.
    1 -574.55729627  -0.91561524  -0.91561524
    2 -546.44513265  -1.35102306  -0.43540783
    3 -543.07289145  -1.33429853   0.01672453
    4 -543.97115416  -1.21326105   0.12103749
    5 -545.50316058  -1.12026425   0.09299680
    6 -546.90123132  -1.06331116   0.05695309
    7 -546.10041268  -1.02759716   0.03571399
    8 -545.03501912  -1.00325433   0.02434283
    9 -543.37966723  -0.98529137   0.01796296
   10 -542.34591605  -0.97139425   0.01389712
   11 -542.40133270  -0.96040153   0.01099272
   12 -541.77816265  -0.95140021   0.00900132
   13 -540.62265328  -0.94379524   0.00760497
   14 -539.88013084  -0.93729192   0.00650332
   15 -539.85183740  -0.93172614   0.00556578
   16 -542.97742616  -0.92722599   0.00450015
   17 -543.78087186  -0.92339327   0.00383272
   18 -543.74178645  -0.92002002   0.00337324
   19 -543.06986053  -0.91696968   0.00305034
   20 -541.93933755  -0.91415044   0.00281924
   21 -541.86583232  -0.91160513   0.00254531
   22 -541.20631842  -0.90925589   0.00234924
   23 -541.53707620  -0.90714237   0.00211352
   24 -540.20450722  -0.90512631   0.00201605
   25 -540.58576766  -0.90329974   0.00182657
   26 -541.20617008  -0.90165899   0.00164075
   27 -541.50101535  -0.90016407   0.00149493
   28 -541.48524881  -0.89878023   0.00138384
   29 -541.02571747  -0.89747041   0.00130982
   30 -540.96661423  -0.89624724   0.00122317
   31 -540.77840423  -0.89509610   0.00115114
   32 -540.38293749  -0.89399947   0.00109663
   33 -540.74080063  -0.89298823   0.00101124
   34 -540.57798211  -0.89203135   0.00095687
   35 -540.04130548  -0.89110628   0.00092508
   36 -539.23219412  -0.89019766   0.00090862
   37 -540.48067070  -0.88939237   0.00080529
   38 -540.75417319  -0.88864366   0.00074871
   39 -540.50937400  -0.88792479   0.00071887
   40 -540.90720139  -0.88725846   0.00066633
   41 -540.95534086  -0.88662778   0.00063067
   42 -540.86382304  -0.88602452   0.00060327
   43 -541.15016245  -0.88546056   0.00056396
   44 -541.10730069  -0.88492157   0.00053898
   45 -541.14708136  -0.88440851   0.00051306
   46 -541.89458038  -0.88394421   0.00046430
   47 -542.85696786  -0.88353334   0.00041087
   48 -543.09531882  -0.88314862   0.00038473
   49 -542.90035905  -0.88277379   0.00037483
   50 -542.91610902  -0.88241465   0.00035914
   51 -542.25064142  -0.88204911   0.00036554
   52 -541.53177763  -0.88167548   0.00037363
   53 -540.86585741  -0.88129577   0.00037971
   54 -541.06615192  -0.88093592   0.00035985
   55 -540.82963640  -0.88058267   0.00035325
   56 -540.64741925  -0.88023696   0.00034571
   57 -541.81639597  -0.87993620   0.00030076
   58 -541.91152336  -0.87964920   0.00028700
   59 -541.87648577  -0.87937121   0.00027799
   60 -541.54228718  -0.87909377   0.00027745
   61 -541.82227716  -0.87883274   0.00026103
   62 -541.67137768  -0.87857652   0.00025622
   63 -541.70162286  -0.87832928   0.00024724
   64 -542.11755631  -0.87810026   0.00022902
   65 -542.47404704  -0.87788731   0.00021295
   66 -541.96164297  -0.87766868   0.00021863
   67 -542.10738136  -0.87745996   0.00020872
   68 -541.91818328  -0.87725309   0.00020687
   69 -541.85222834  -0.87705072   0.00020237
   70 -541.22869418  -0.87684000   0.00021072
   71 -542.02808638  -0.87665304   0.00018696
   72 -542.09119131  -0.87647300   0.00018004
   73 -542.34777124  -0.87630359   0.00016941
   74 -543.57033133  -0.87616523   0.00013836
   75 -543.77232861  -0.87603527   0.00012996
   76 -544.24221492  -0.87591869   0.00011658
   77 -544.42913801  -0.87580917   0.00010951
   78 -543.79196151  -0.87568954   0.00011963
   79 -543.80013960  -0.87557298   0.00011656
   80 -543.70160028  -0.87545741   0.00011557
   81 -543.52570148  -0.87534124   0.00011617
   82 -543.62876835  -0.87522990   0.00011134
   83 -543.75602156  -0.87512374   0.00010616
   84 -544.35663672  -0.87503157   0.00009217
   85 -544.40104639  -0.87494256   0.00008901
   86 -544.49743210  -0.87485745   0.00008511
   87 -544.37964394  -0.87477218   0.00008527
   88 -544.08273051  -0.87468347   0.00008871
   89 -544.13338505  -0.87459762   0.00008585
   90 -544.42311385  -0.87451884   0.00007878
   91 -544.17541540  -0.87443753   0.00008131
   92 -544.32910738  -0.87436063   0.00007691
   93 -544.33641182  -0.87428555   0.00007508
   94 -544.47643278  -0.87421446   0.00007109
   95 -544.45049625  -0.87414448   0.00006998
   96 -544.71707178  -0.87408039   0.00006409
