  cluster  E_norm [Eh]  De [kcal]    p
     1   -127.223452     0.0000   0.9783
     2   -127.219396     2.5447   0.0133
     3   -127.218913     2.8481   0.0080
     4   -127.215126     5.2247   0.0001
     5   -127.215008     5.2987   0.0001
     6   -127.214274     5.7594   0.0001
     7   -127.213057     6.5225   0.0000
     8   -127.212951     6.5896   0.0000
     9   -127.212389     6.9419   0.0000
     10  -127.212368     6.9551   0.0000
     11  -127.211547     7.4701   0.0000
     12  -127.208953     9.0980   0.0000
     13  -127.208487     9.3905   0.0000
     14  -127.208341     9.4823   0.0000
     15  -127.206311     ******   0.0000
     16  -127.205090     ******   0.0000
     17  -127.202166     ******   0.0000
     18  -127.201838     ******   0.0000
     19  -127.199038     ******   0.0000
     20  -127.198431     ******   0.0000

Ensemble free energy [Eh]:     -127.2234724602
