  cluster  E_norm [Eh]  De [kcal]    p
     1   -243.922392     0.0000   0.4870
     2   -243.921020     0.8611   0.1138
     3   -243.920764     1.0215   0.0868
     4   -243.920727     1.0452   0.0834
     5   -243.920486     1.1962   0.0647
     6   -243.920290     1.3195   0.0525
     7   -243.920129     1.4205   0.0443
     8   -243.919150     2.0347   0.0157
     9   -243.919029     2.1107   0.0138
     10  -243.918914     2.1824   0.0122
     11  -243.918481     2.4546   0.0077
     12  -243.918460     2.4676   0.0076
     13  -243.917870     2.8380   0.0040
     14  -243.916958     3.4099   0.0015
     15  -243.916770     3.5278   0.0013
     16  -243.916508     3.6923   0.0010
     17  -243.916401     3.7593   0.0009
     18  -243.916371     3.7785   0.0008
     19  -243.915952     4.0410   0.0005
     20  -243.915692     4.2044   0.0004

Ensemble free energy [Eh]:     -243.9230717229
