  cluster  E_norm [Eh]  De [kcal]    p
     1   -779.020186     0.0000   0.3912
     2   -779.020154     0.0197   0.3784
     3   -779.019685     0.3143   0.2302
     4   -779.012739     4.6730   0.0001
     5   -779.010441     6.1150   0.0000
     6   -779.009355     6.7961   0.0000
     7   -779.008532     7.3130   0.0000
     8   -779.006367     8.6712   0.0000
     9   -779.006364     8.6732   0.0000
     10  -779.006339     8.6893   0.0000
     11  -779.005966     8.9231   0.0000
     12  -779.004584     9.7901   0.0000
     13  -779.004498     9.8441   0.0000
     14  -779.004474     9.8595   0.0000
     15  -779.003754     ******   0.0000
     16  -779.003518     ******   0.0000
     17  -778.998503     ******   0.0000
     18  -778.997300     ******   0.0000
     19  -778.996795     ******   0.0000
     20  -778.996511     ******   0.0000

Ensemble free energy [Eh]:     -779.0210718622
