   #   Energy       Run. Aver.   Diff / au.
    1 -423.73567745  -0.67526571  -0.67526571
    2 -378.65583148  -0.97697892  -0.30171321
    3 -368.18862640  -0.94747230   0.02950662
    4 -367.63065863  -0.84969174   0.09778056
    5 -375.75876105  -0.77995921   0.06973253
    6 -376.90705738  -0.73845051   0.04150870
    7 -382.91035002  -0.71420012   0.02425040
    8 -382.06181652  -0.69800058   0.01619954
    9 -382.35070554  -0.68634663   0.01165395
   10 -380.83326592  -0.67723621   0.00911042
   11 -385.86268428  -0.67074208   0.00649412
   12 -382.72411832  -0.66513153   0.00561055
   13 -386.37031828  -0.66089908   0.00423245
   14 -388.99487694  -0.65766846   0.00323063
   15 -388.56767331  -0.65488998   0.00277848
   16 -387.30572411  -0.65236138   0.00252860
   17 -385.99245439  -0.65002186   0.00233952
   18 -386.65566377  -0.64801150   0.00201036
   19 -384.35008412  -0.64603671   0.00197479
   20 -382.01235129  -0.64407490   0.00196181
   21 -381.15829238  -0.64223574   0.00183916
   22 -381.48863770  -0.64059328   0.00164246
   23 -383.67748444  -0.63925385   0.00133943
   24 -382.49226019  -0.63795997   0.00129388
   25 -382.02452008  -0.63674161   0.00121836
