  cluster  E_norm [Eh]  De [kcal]    p
     1   -167.541684     0.0000   0.8814
     2   -167.539354     1.4617   0.0748
     3   -167.538160     2.2113   0.0211
     4   -167.537055     2.9044   0.0065
     5   -167.536919     2.9901   0.0057
     6   -167.536518     3.2414   0.0037
     7   -167.536306     3.3746   0.0030
     8   -167.535762     3.7160   0.0017
     9   -167.534964     4.2169   0.0007
     10  -167.534527     4.4907   0.0005
     11  -167.534054     4.7878   0.0003
     12  -167.533898     4.8854   0.0002
     13  -167.533491     5.1408   0.0002
     14  -167.533289     5.2679   0.0001
     15  -167.532962     5.4727   0.0001
     16  -167.532947     5.4824   0.0001
     17  -167.532029     6.0587   0.0000
     18  -167.531407     6.4487   0.0000
     19  -167.531259     6.5417   0.0000
     20  -167.531132     6.6212   0.0000

Ensemble free energy [Eh]:     -167.5418029637
