  cluster  E_norm [Eh]  De [kcal]    p
     1   -218.688102     0.0000   0.3089
     2   -218.688051     0.0321   0.2926
     3   -218.687896     0.1297   0.2482
     4   -218.686459     1.0315   0.0542
     5   -218.685439     1.6716   0.0184
     6   -218.685361     1.7201   0.0169
     7   -218.685277     1.7731   0.0155
     8   -218.685262     1.7826   0.0152
     9   -218.685246     1.7926   0.0150
     10  -218.684605     2.1946   0.0076
     11  -218.683494     2.8919   0.0023
     12  -218.683063     3.1623   0.0015
     13  -218.682741     3.3642   0.0011
     14  -218.682475     3.5315   0.0008
     15  -218.682045     3.8009   0.0005
     16  -218.681661     4.0422   0.0003
     17  -218.681613     4.0719   0.0003
     18  -218.681612     4.0728   0.0003
     19  -218.681219     4.3193   0.0002
     20  -218.681077     4.4083   0.0002

Ensemble free energy [Eh]:     -218.6892116120
