  cluster  E_norm [Eh]  De [kcal]    p
     1   -192.997112     0.0000   0.2024
     2   -192.997036     0.0474   0.1868
     3   -192.996923     0.1185   0.1657
     4   -192.996771     0.2138   0.1411
     5   -192.996243     0.5455   0.0806
     6   -192.996054     0.6636   0.0660
     7   -192.995554     0.9778   0.0389
     8   -192.995490     1.0179   0.0363
     9   -192.995418     1.0632   0.0336
     10  -192.995329     1.1185   0.0306
     11  -192.993792     2.0833   0.0060
     12  -192.993702     2.1398   0.0055
     13  -192.992792     2.7107   0.0021
     14  -192.992422     2.9427   0.0014
     15  -192.992267     3.0403   0.0012
     16  -192.991711     3.3893   0.0007
     17  -192.991611     3.4520   0.0006
     18  -192.990723     4.0092   0.0002
     19  -192.990228     4.3195   0.0001
     20  -192.989997     4.4645   0.0001

Ensemble free energy [Eh]:     -192.9986202914
