  cluster  E_norm [Eh]  De [kcal]    p
     1   -127.216624     0.0000   0.7208
     2   -127.215552     0.6721   0.2318
     3   -127.213228     2.1309   0.0198
     4   -127.212503     2.5859   0.0092
     5   -127.212442     2.6238   0.0086
     6   -127.212158     2.8021   0.0064
     7   -127.211139     3.4419   0.0022
     8   -127.209796     4.2844   0.0005
     9   -127.209613     4.3993   0.0004
     10  -127.209352     4.5632   0.0003
     11  -127.207726     5.5830   0.0001
     12  -127.202846     8.6455   0.0000
     13  -127.202692     8.7419   0.0000
     14  -127.202635     8.7782   0.0000
     15  -127.201988     9.1842   0.0000
     16  -127.201801     9.3011   0.0000
     17  -127.201614     9.4186   0.0000
     18  -127.200548     ******   0.0000
     19  -127.199703     ******   0.0000
     20  -127.194324     ******   0.0000

Ensemble free energy [Eh]:     -127.2169326969
