  cluster  E_norm [Eh]  De [kcal]    p
     1   -229.315118     0.0000   0.9981
     2   -229.308802     3.9633   0.0012
     3   -229.307440     4.8183   0.0003
     4   -229.307260     4.9309   0.0002
     5   -229.305269     6.1805   0.0000
     6   -229.304852     6.4420   0.0000
     7   -229.304753     6.5043   0.0000
     8   -229.304699     6.5379   0.0000
     9   -229.304693     6.5418   0.0000
     10  -229.304493     6.6673   0.0000
     11  -229.304276     6.8036   0.0000
     12  -229.304266     6.8100   0.0000
     13  -229.304101     6.9132   0.0000
     14  -229.304071     6.9321   0.0000
     15  -229.303912     7.0316   0.0000
     16  -229.303444     7.3258   0.0000
     17  -229.303388     7.3606   0.0000
     18  -229.303363     7.3761   0.0000
     19  -229.303270     7.4347   0.0000
     20  -229.302991     7.6100   0.0000

Ensemble free energy [Eh]:     -229.3151198431
