  cluster  E_norm [Eh]  De [kcal]    p
     1   -524.301883     0.0000   0.9995
     2   -524.293997     4.9487   0.0002
     3   -524.293604     5.1956   0.0002
     4   -524.293236     5.4261   0.0001
     5   -524.292027     6.1849   0.0000
     6   -524.287067     9.2977   0.0000
     7   -524.285208     ******   0.0000
     8   -524.285079     ******   0.0000
     9   -524.283908     ******   0.0000
     10  -524.283509     ******   0.0000
     11  -524.282184     ******   0.0000
     12  -524.280182     ******   0.0000
     13  -524.279798     ******   0.0000
     14  -524.279264     ******   0.0000
     15  -524.278234     ******   0.0000
     16  -524.277551     ******   0.0000
     17  -524.277191     ******   0.0000
     18  -524.275859     ******   0.0000
     19  -524.273118     ******   0.0000
     20  -524.273113     ******   0.0000

Ensemble free energy [Eh]:     -524.3018839682
