   #   Energy       Run. Aver.   Diff / au.
    1 -440.84176501  -0.70252600  -0.70252600
    2 -398.19415994  -1.01980735  -0.31728136
    3 -390.88741133  -0.99327158   0.02653577
    4 -386.58773584  -0.89233642   0.10093516
    5 -386.17552822  -0.81676406   0.07557235
    6 -389.75672899  -0.77156080   0.04520327
    7 -391.01561182  -0.74389778   0.02766301
    8 -388.69480543  -0.72488075   0.01901703
    9 -385.90821080  -0.71055698   0.01432377
   10 -385.35023826  -0.69947837   0.01107861
   11 -385.94950307  -0.69079588   0.00868249
   12 -386.64751885  -0.68385285   0.00694303
   13 -382.51244039  -0.67760488   0.00624797
   14 -384.32493519  -0.67250544   0.00509944
   15 -385.88785220  -0.66832854   0.00417690
   16 -385.65520080  -0.66470824   0.00362030
   17 -386.95859625  -0.66166878   0.00303946
   18 -386.16244952  -0.65892882   0.00273996
   19 -383.69310488  -0.65628593   0.00264289
   20 -387.20620787  -0.65419210   0.00209383
   21 -386.95345405  -0.65230465   0.00188745
   22 -387.61364785  -0.65064599   0.00165866
   23 -390.93533189  -0.64937166   0.00127433
   24 -390.17980064  -0.64816937   0.00120229
   25 -389.74581892  -0.64703848   0.00113089
   26 -391.24657657  -0.64608932   0.00094917
   27 -390.75769265  -0.64518833   0.00090098
   28 -391.06987316  -0.64437119   0.00081714
   29 -391.37820227  -0.64363025   0.00074095
   30 -389.38295858  -0.64283524   0.00079500
   31 -391.28958357  -0.64218780   0.00064744
   32 -391.87739291  -0.64161471   0.00057309
   33 -386.30851249  -0.64080968   0.00080503
   34 -387.84498328  -0.64011720   0.00069248
   35 -388.92179554  -0.63951653   0.00060067
   36 -388.67076193  -0.63894067   0.00057586
   37 -388.97021722  -0.63840950   0.00053116
   38 -389.62506675  -0.63793493   0.00047457
   39 -389.40464137  -0.63747714   0.00045779
   40 -388.26552505  -0.63699728   0.00047986
   41 -389.00331478  -0.63656896   0.00042832
   42 -388.13241632  -0.63612923   0.00043974
   43 -386.46306695  -0.63564781   0.00048142
   44 -386.46908132  -0.63518755   0.00046026
   45 -385.71512431  -0.63472151   0.00046604
