   #   Energy       Run. Aver.   Diff / au.
    1 -440.41716661  -0.70184936  -0.70184936
    2 -397.55079525  -1.01861808  -0.31676873
    3 -390.89315693  -0.99231091   0.02630717
    4 -386.14884663  -0.89149821   0.10081270
    5 -384.16795333  -0.81547813   0.07602007
    6 -387.69739410  -0.76986761   0.04561052
    7 -391.72213723  -0.74254915   0.02731846
    8 -389.75961717  -0.72395587   0.01859327
    9 -391.65155674  -0.71079890   0.01315697
   10 -391.61355300  -0.70081090   0.00998800
   11 *************  -5.72734466  -5.02653375
   12 -387.95788800  -5.72046460   0.00688006
   13 -386.62922861  -5.32729446   0.39317014
   14 -388.34448528  -4.96289457   0.36439988
   15 -385.42550317  -4.64868925   0.31420533
   16 -383.69115239  -4.37672401   0.27196524
   17 -385.47077679  -4.13940621   0.23731780
   18 -386.87975570  -3.93050666   0.20889955
   19 -385.66369364  -3.74499023   0.18551642
   20 -385.18697782  -3.57915662   0.16583361
   21 -383.89624549  -3.42995602   0.14920060
   22 -385.76308820  -3.29521038   0.13474564
   23 -387.08999772  -3.17290217   0.12230821
   24 -387.21523635  -3.06131285   0.11158932
   25 -391.79509807  -2.95937137   0.10194148
   26 -391.75721731  -2.86564029   0.09373108
   27 -392.94141087  -2.77922623   0.08641405
   28 -393.12139159  -2.69925618   0.07997005
   29 -396.22282004  -2.62519394   0.07406224
   30 -394.37469315  -2.55616793   0.06902601
   31 -393.88973569  -2.49173275   0.06443519
   32 -389.90278428  -2.43126967   0.06046307
   33 -389.24686857  -2.37455972   0.05670995
   34 -390.10970912  -2.32133647   0.05322325
   35 -386.78236454  -2.27110268   0.05023380
