   #   Energy       Run. Aver.   Diff / au.
    1 -423.80243190  -0.67537209  -0.67537209
    2 -379.02196958  -0.97737704  -0.30200495
    3 -366.85451687  -0.94712628   0.03025076
    4 -366.92946110  -0.84896684   0.09815945
    5 -369.80929229  -0.77740729   0.07155954
    6 -371.77415889  -0.73465611   0.04275118
    7 -379.14901725  -0.70991398   0.02474213
    8 -375.49937831  -0.69288150   0.01703248
    9 -378.88733027  -0.68109054   0.01179096
   10 -377.04307204  -0.67188802   0.00920252
   11 -378.05256594  -0.66474025   0.00714777
   12 -382.35259714  -0.65952605   0.00521420
   13 -384.44266486  -0.65551897   0.00400707
   14 -381.41311482  -0.65182572   0.00369326
   15 -387.42696185  -0.64928472   0.00254099
   16 -389.29683053  -0.64731961   0.00196511
   17 -388.20296985  -0.64551703   0.00180259
   18 -389.11798905  -0.64400476   0.00151226
   19 -392.10310315  -0.64291734   0.00108742
   20 -390.82308384  -0.64185791   0.00105943
   21 -393.60953005  -0.64111216   0.00074575
   22 -395.75368037  -0.64060379   0.00050838
   23 -396.20386269  -0.64018113   0.00042266
   24 -396.32078442  -0.63980502   0.00037610
   25 -396.94085208  -0.63950039   0.00030463
   26 -393.85637101  -0.63903289   0.00046750
   27 -393.82390367  -0.63859207   0.00044082
   28 -393.75234463  -0.63817962   0.00041245
   29 -393.47707445  -0.63778147   0.00039816
   30 -393.29203420  -0.63740050   0.00038096
   31 -392.42806718  -0.63700026   0.00040025
   32 -395.57564817  -0.63678117   0.00021908
   33 -395.85885973  -0.63659454   0.00018664
   34 -395.89936683  -0.63642173   0.00017281
   35 -394.85448109  -0.63621162   0.00021011
   36 -393.24209950  -0.63594077   0.00027085
   37 -392.42289856  -0.63564763   0.00029313
   38 -396.14426317  -0.63552540   0.00012223
   39 -394.29295519  -0.63533817   0.00018723
   40 -394.11798061  -0.63515171   0.00018646
   41 -394.55231334  -0.63499124   0.00016047
   42 -395.16420925  -0.63486226   0.00012899
   43 -392.89396384  -0.63465586   0.00020639
   44 -393.54536478  -0.63448068   0.00017518
   45 -394.86047860  -0.63436056   0.00012013
   46 -394.92469542  -0.63424907   0.00011148
   47 -393.84017748  -0.63410575   0.00014333
   48 -396.97518965  -0.63407181   0.00003394
   49 -396.25740931  -0.63401815   0.00005366
   50 -396.01173204  -0.63395841   0.00005974
   51 -396.15110288  -0.63390525   0.00005316
   52 -395.58842431  -0.63383701   0.00006823
   53 -395.46531676  -0.63376737   0.00006965
   54 -395.36755349  -0.63369739   0.00006998
   55 -395.83612987  -0.63364353   0.00005386
   56 -395.54794182  -0.63358368   0.00005985
   57 -395.71732749  -0.63353056   0.00005312
   58 -396.20741276  -0.63349285   0.00003771
   59 -396.70392237  -0.63347009   0.00002276
