  cluster  E_norm [Eh]  De [kcal]    p
     1   -167.766686     0.0000   0.8115
     2   -167.764598     1.3102   0.0889
     3   -167.763980     1.6976   0.0462
     4   -167.762999     2.3136   0.0163
     5   -167.762388     2.6969   0.0086
     6   -167.762250     2.7831   0.0074
     7   -167.762206     2.8109   0.0071
     8   -167.761909     2.9972   0.0052
     9   -167.761267     3.4004   0.0026
     10  -167.761156     3.4696   0.0023
     11  -167.761120     3.4923   0.0022
     12  -167.760058     4.1588   0.0007
     13  -167.759607     4.4416   0.0005
     14  -167.758713     5.0028   0.0002
     15  -167.758234     5.3037   0.0001
     16  -167.758120     5.3748   0.0001
     17  -167.757593     5.7058   0.0001
     18  -167.757228     5.9345   0.0000
     19  -167.757128     5.9973   0.0000
     20  -167.755946     6.7391   0.0000

Ensemble free energy [Eh]:     -167.7668827508
