  cluster  E_norm [Eh]  De [kcal]    p
     1   -509.242755     0.0000   0.9954
     2   -509.237654     3.2014   0.0045
     3   -509.233810     5.6134   0.0001
     4   -509.231535     7.0405   0.0000
     5   -509.230359     7.7785   0.0000
     6   -509.227981     9.2712   0.0000
     7   -509.227471     9.5911   0.0000
     8   -509.226375     ******   0.0000
     9   -509.226326     ******   0.0000
     10  -509.226111     ******   0.0000
     11  -509.225448     ******   0.0000
     12  -509.224851     ******   0.0000
     13  -509.224742     ******   0.0000
     14  -509.222234     ******   0.0000
     15  -509.219787     ******   0.0000
     16  -509.219192     ******   0.0000
     17  -509.218550     ******   0.0000
     18  -509.218230     ******   0.0000
     19  -509.216877     ******   0.0000
     20  -509.216579     ******   0.0000

Ensemble free energy [Eh]:     -509.2427596438
