  cluster  E_norm [Eh]  De [kcal]    p
     1   -127.246245     0.0000   0.9330
     2   -127.243758     1.5604   0.0670
     3   -127.228947     ******   0.0000
     4   -127.228901     ******   0.0000

Ensemble free energy [Eh]:     -127.2463101832
