  cluster  E_norm [Eh]  De [kcal]    p
     1   -178.130260     0.0000   0.9908
     2   -178.125839     2.7742   0.0092
     3   -178.121068     5.7683   0.0001
     4   -178.119111     6.9959   0.0000
     5   -178.118873     7.1453   0.0000
     6   -178.118431     7.4226   0.0000
     7   -178.117887     7.7639   0.0000
     8   -178.116852     8.4137   0.0000
     9   -178.115850     9.0425   0.0000
     10  -178.114957     9.6031   0.0000
     11  -178.114585     9.8362   0.0000
     12  -178.114027     ******   0.0000
     13  -178.113953     ******   0.0000
     14  -178.113519     ******   0.0000
     15  -178.112906     ******   0.0000
     16  -178.112726     ******   0.0000
     17  -178.112116     ******   0.0000
     18  -178.111364     ******   0.0000
     19  -178.110238     ******   0.0000
     20  -178.109930     ******   0.0000

Ensemble free energy [Eh]:     -178.1302687805
