  cluster  E_norm [Eh]  De [kcal]    p
     1   -218.460466     0.0000   0.9398
     2   -218.457707     1.7313   0.0506
     3   -218.455772     2.9454   0.0065
     4   -218.453603     4.3070   0.0007
     5   -218.453412     4.4268   0.0005
     6   -218.453152     4.5897   0.0004
     7   -218.452797     4.8122   0.0003
     8   -218.452374     5.0778   0.0002
     9   -218.452295     5.1277   0.0002
     10  -218.452283     5.1350   0.0002
     11  -218.452152     5.2173   0.0001
     12  -218.452067     5.2708   0.0001
     13  -218.451974     5.3290   0.0001
     14  -218.451922     5.3617   0.0001
     15  -218.451621     5.5505   0.0001
     16  -218.451395     5.6920   0.0001
     17  -218.451066     5.8990   0.0000
     18  -218.450830     6.0470   0.0000
     19  -218.450650     6.1599   0.0000
     20  -218.450287     6.3877   0.0000

Ensemble free energy [Eh]:     -218.4605248971
