  cluster  E_norm [Eh]  De [kcal]    p
     1   -167.544169     0.0000   0.4645
     2   -167.543570     0.3762   0.2461
     3   -167.542919     0.7842   0.1236
     4   -167.542106     1.2947   0.0522
     5   -167.542082     1.3099   0.0509
     6   -167.541001     1.9879   0.0162
     7   -167.540693     2.1817   0.0117
     8   -167.540523     2.2883   0.0098
     9   -167.539937     2.6557   0.0053
     10  -167.539856     2.7069   0.0048
     11  -167.539535     2.9083   0.0034
     12  -167.539151     3.1493   0.0023
     13  -167.538996     3.2463   0.0019
     14  -167.538738     3.4083   0.0015
     15  -167.538677     3.4465   0.0014
     16  -167.538612     3.4869   0.0013
     17  -167.538504     3.5547   0.0012
     18  -167.538177     3.7600   0.0008
     19  -167.537951     3.9021   0.0006
     20  -167.537728     4.0420   0.0005

Ensemble free energy [Eh]:     -167.5448933313
