  cluster  E_norm [Eh]  De [kcal]    p
     1   -218.690010     0.0000   0.9566
     2   -218.686923     1.9373   0.0364
     3   -218.684984     3.1537   0.0047
     4   -218.683110     4.3296   0.0006
     5   -218.682890     4.4678   0.0005
     6   -218.682882     4.4732   0.0005
     7   -218.682277     4.8526   0.0003
     8   -218.682169     4.9206   0.0002
     9   -218.681914     5.0804   0.0002
     10  -218.681015     5.6442   0.0001
     11  -218.678927     6.9549   0.0000
     12  -218.678388     7.2931   0.0000
     13  -218.677562     7.8111   0.0000
     14  -218.676555     8.4430   0.0000
     15  -218.676230     8.6469   0.0000
     16  -218.675962     8.8155   0.0000
     17  -218.675942     8.8281   0.0000
     18  -218.675745     8.9515   0.0000
     19  -218.675417     9.1571   0.0000
     20  -218.675067     9.3768   0.0000
     21  -218.675015     9.4094   0.0000
     22  -218.674330     9.8392   0.0000
     23  -218.671902     ******   0.0000
     24  -218.671742     ******   0.0000
     25  -218.671405     ******   0.0000
     26  -218.671097     ******   0.0000
     27  -218.671038     ******   0.0000
     28  -218.670699     ******   0.0000
     29  -218.669704     ******   0.0000
     30  -218.669501     ******   0.0000
     31  -218.669471     ******   0.0000
     32  -218.668320     ******   0.0000
     33  -218.668207     ******   0.0000
     34  -218.667622     ******   0.0000
     35  -218.667192     ******   0.0000
     36  -218.667092     ******   0.0000
     37  -218.667080     ******   0.0000
     38  -218.666627     ******   0.0000
     39  -218.666492     ******   0.0000
     40  -218.666137     ******   0.0000
     41  -218.665938     ******   0.0000
     42  -218.665735     ******   0.0000
     43  -218.665576     ******   0.0000
     44  -218.665222     ******   0.0000
     45  -218.664324     ******   0.0000
     46  -218.663250     ******   0.0000
     47  -218.661865     ******   0.0000
     48  -218.661129     ******   0.0000
     49  -218.660318     ******   0.0000
     50  -218.660021     ******   0.0000
     51  -218.658215     ******   0.0000
     52  -218.656291     ******   0.0000
     53  -218.655434     ******   0.0000
