  cluster  E_norm [Eh]  De [kcal]    p
     1   -193.226525     0.0000   0.8685
     2   -193.224159     1.4847   0.0709
     3   -193.223453     1.9275   0.0336
     4   -193.221989     2.8464   0.0071
     5   -193.221615     3.0807   0.0048
     6   -193.221497     3.1553   0.0042
     7   -193.221211     3.3346   0.0031
     8   -193.221072     3.4220   0.0027
     9   -193.220857     3.5567   0.0021
     10  -193.219671     4.3009   0.0006
     11  -193.219550     4.3766   0.0005
     12  -193.219548     4.3781   0.0005
     13  -193.219233     4.5760   0.0004
     14  -193.219218     4.5850   0.0004
     15  -193.219041     4.6965   0.0003
     16  -193.217877     5.4266   0.0001
     17  -193.216803     6.1004   0.0000
     18  -193.216397     6.3554   0.0000
     19  -193.216327     6.3995   0.0000
     20  -193.216235     6.4568   0.0000
     21  -193.216225     6.4634   0.0000
     22  -193.215989     6.6115   0.0000
     23  -193.215750     6.7615   0.0000
     24  -193.215489     6.9252   0.0000
     25  -193.215434     6.9599   0.0000
     26  -193.215405     6.9778   0.0000
     27  -193.215245     7.0784   0.0000
     28  -193.214671     7.4385   0.0000
     29  -193.214080     7.8095   0.0000
     30  -193.214071     7.8151   0.0000
     31  -193.213984     7.8693   0.0000
     32  -193.213852     7.9522   0.0000
     33  -193.213605     8.1076   0.0000
     34  -193.213527     8.1563   0.0000
     35  -193.213503     8.1716   0.0000
     36  -193.213486     8.1819   0.0000
     37  -193.213486     8.1822   0.0000
     38  -193.213410     8.2298   0.0000
     39  -193.212864     8.5726   0.0000
     40  -193.212639     8.7133   0.0000
     41  -193.212267     8.9473   0.0000
     42  -193.212212     8.9812   0.0000
     43  -193.212174     9.0051   0.0000
     44  -193.211994     9.1184   0.0000
     45  -193.211766     9.2613   0.0000
     46  -193.211741     9.2771   0.0000
     47  -193.211644     9.3380   0.0000
     48  -193.211633     9.3447   0.0000
     49  -193.211586     9.3743   0.0000
     50  -193.211376     9.5058   0.0000
     51  -193.211173     9.6338   0.0000
     52  -193.210756     9.8950   0.0000
     53  -193.210514     ******   0.0000
     54  -193.210470     ******   0.0000
     55  -193.210313     ******   0.0000
     56  -193.210131     ******   0.0000
     57  -193.210038     ******   0.0000
     58  -193.209939     ******   0.0000
     59  -193.209732     ******   0.0000
     60  -193.209710     ******   0.0000
     61  -193.209337     ******   0.0000
     62  -193.209026     ******   0.0000
     63  -193.208948     ******   0.0000
     64  -193.208596     ******   0.0000
     65  -193.208578     ******   0.0000
     66  -193.208541     ******   0.0000
     67  -193.208530     ******   0.0000
     68  -193.208402     ******   0.0000
     69  -193.208229     ******   0.0000
     70  -193.208070     ******   0.0000
     71  -193.208033     ******   0.0000
     72  -193.207754     ******   0.0000
     73  -193.207639     ******   0.0000
     74  -193.206900     ******   0.0000
     75  -193.206845     ******   0.0000
     76  -193.206588     ******   0.0000
     77  -193.206465     ******   0.0000
     78  -193.206462     ******   0.0000
     79  -193.205950     ******   0.0000
     80  -193.205787     ******   0.0000
     81  -193.205752     ******   0.0000
     82  -193.205537     ******   0.0000
     83  -193.205422     ******   0.0000
     84  -193.205222     ******   0.0000
     85  -193.205131     ******   0.0000
     86  -193.205089     ******   0.0000
     87  -193.204679     ******   0.0000
     88  -193.204429     ******   0.0000
     89  -193.204403     ******   0.0000
     90  -193.203913     ******   0.0000
     91  -193.203200     ******   0.0000
     92  -193.203093     ******   0.0000
     93  -193.203077     ******   0.0000
     94  -193.202990     ******   0.0000
     95  -193.202731     ******   0.0000
     96  -193.201400     ******   0.0000
     97  -193.201122     ******   0.0000
     98  -193.201017     ******   0.0000
     99  -193.199562     ******   0.0000
     100  -193.199150     ******   0.0000
     101  -193.198802     ******   0.0000
     102  -193.198495     ******   0.0000
     103  -193.196275     ******   0.0000
