  cluster  E_norm [Eh]  De [kcal]    p
     1   -127.235379     0.0000   0.9252
     2   -127.232588     1.7515   0.0481
     3   -127.231630     2.3527   0.0174
     4   -127.231026     2.7314   0.0092

Ensemble free energy [Eh]:     -127.2354525898
