  cluster  E_norm [Eh]  De [kcal]    p
     1   -371.482220     0.0000   0.9004
     2   -371.479795     1.5218   0.0690
     3   -371.478483     2.3454   0.0172
     4   -371.478028     2.6307   0.0106
     5   -371.476020     3.8905   0.0013
     6   -371.475709     4.0863   0.0009
     7   -371.474636     4.7590   0.0003
     8   -371.474370     4.9262   0.0002
     9   -371.473107     5.7190   0.0001
     10  -371.472294     6.2288   0.0000
     11  -371.471762     6.5630   0.0000
     12  -371.471735     6.5796   0.0000
     13  -371.470465     7.3766   0.0000
     14  -371.469927     7.7144   0.0000
     15  -371.468342     8.7086   0.0000
     16  -371.468230     8.7789   0.0000
     17  -371.468193     8.8024   0.0000
     18  -371.467758     9.0751   0.0000
     19  -371.467304     9.3601   0.0000
     20  -371.467007     9.5465   0.0000

Ensemble free energy [Eh]:     -371.4823194954
