  cluster  E_norm [Eh]  De [kcal]    p
     1   -178.129009     0.0000   0.9880
     2   -178.123953     3.1726   0.0047
     3   -178.123771     3.2870   0.0038
     4   -178.122700     3.9591   0.0012
     5   -178.122176     4.2879   0.0007
     6   -178.121829     4.5053   0.0005
     7   -178.121826     4.5074   0.0005
     8   -178.121374     4.7908   0.0003
     9   -178.121171     4.9185   0.0002
     10  -178.115548     8.4468   0.0000
     11  -178.114679     8.9922   0.0000
     12  -178.114126     9.3390   0.0000
     13  -178.113195     9.9231   0.0000
     14  -178.113088     9.9906   0.0000
     15  -178.112246     ******   0.0000
     16  -178.111607     ******   0.0000
     17  -178.110729     ******   0.0000
     18  -178.110242     ******   0.0000
     19  -178.107374     ******   0.0000
     20  -178.106846     ******   0.0000

Ensemble free energy [Eh]:     -178.1290202662
