   #           Energy [Eh]      SASA
No   1     -178.1226996994     2595.6
No   2     -178.1290088662     2534.3
No   3     -178.1141262066     2929.1
No   4     -178.1237707534     2675.5
No   5     -178.1211707278     2717.8
No   6     -178.1221756691     2706.8
No   7     -178.1068463971     3055.4
No   8     -178.1131954287     2996.5
No   9     -178.1239530055     2725.5
No  10     -178.1116066304     2779.5
No  11     -178.1218292567     2709.6
No  12     -178.1155479590     2648.6
No  13     -178.1218258136     2627.8
No  14     -178.1213742294     2923.4
No  15     -178.1130877904     2853.4
No  16     -178.1122457892     2741.9
No  17     -178.1102421298     2566.4
No  18     -178.1073735627     2633.3
No  19     -178.1146788104     2683.8
No  20     -178.1107285184     2649.1
