  cluster  E_norm [Eh]  De [kcal]    p
     1   -524.316907     0.0000   0.9998
     2   -524.308683     5.1608   0.0002
     3   -524.296445     ******   0.0000
     4   -524.293327     ******   0.0000
     5   -524.292875     ******   0.0000
     6   -524.289261     ******   0.0000
     7   -524.288010     ******   0.0000
     8   -524.287325     ******   0.0000
     9   -524.287034     ******   0.0000
     10  -524.286446     ******   0.0000
     11  -524.284826     ******   0.0000
     12  -524.284475     ******   0.0000
     13  -524.283951     ******   0.0000
     14  -524.282722     ******   0.0000
     15  -524.281415     ******   0.0000
     16  -524.281316     ******   0.0000
     17  -524.281243     ******   0.0000
     18  -524.281126     ******   0.0000
     19  -524.281007     ******   0.0000
     20  -524.280584     ******   0.0000

Ensemble free energy [Eh]:     -524.3169074206
