  cluster  E_norm [Eh]  De [kcal]    p
     1   -178.167863     0.0000   0.8770
     2   -178.166008     1.1640   0.1229
     3   -178.156933     6.8583   0.0000
     4   -178.156870     6.8980   0.0000
     5   -178.156442     7.1670   0.0000
     6   -178.155795     7.5724   0.0000
     7   -178.155345     7.8553   0.0000
     8   -178.154886     8.1432   0.0000
     9   -178.153538     8.9887   0.0000
     10  -178.152900     9.3893   0.0000
     11  -178.152081     9.9031   0.0000
     12  -178.151696     ******   0.0000
     13  -178.151287     ******   0.0000
     14  -178.151265     ******   0.0000
     15  -178.151254     ******   0.0000
     16  -178.149953     ******   0.0000
     17  -178.148852     ******   0.0000
     18  -178.148235     ******   0.0000
     19  -178.146663     ******   0.0000
     20  -178.144328     ******   0.0000

Ensemble free energy [Eh]:     -178.1679867264
