  cluster  E_norm [Eh]  De [kcal]    p
     1   -152.896851     0.0000   0.8218
     2   -152.895247     1.0069   0.1502
     3   -152.893246     2.2624   0.0180
     4   -152.892680     2.6173   0.0099

Ensemble free energy [Eh]:     -152.8970365434
