  cluster  E_norm [Eh]  De [kcal]    p
     1   -356.362779     0.0000   0.9983
     2   -356.356361     4.0274   0.0011
     3   -356.355684     4.4523   0.0005
     4   -356.353128     6.0562   0.0000
     5   -356.348514     8.9511   0.0000
     6   -356.347025     9.8859   0.0000
     7   -356.347011     9.8942   0.0000
     8   -356.346669     ******   0.0000
     9   -356.346211     ******   0.0000
     10  -356.345556     ******   0.0000
     11  -356.343791     ******   0.0000
     12  -356.343700     ******   0.0000
     13  -356.343435     ******   0.0000
     14  -356.342691     ******   0.0000
     15  -356.340421     ******   0.0000
     16  -356.339640     ******   0.0000
     17  -356.338815     ******   0.0000
     18  -356.331033     ******   0.0000
     19  -356.329825     ******   0.0000
     20  -356.326509     ******   0.0000

Ensemble free energy [Eh]:     -356.3627803794
