   #           Energy [Eh]      SASA
No   1     -356.3627787772     4066.5
No   2     -356.3298254346     4076.1
No   3     -356.3437002258     4440.7
No   4     -356.3563606330     4245.3
No   5     -356.3485142951     3898.9
No   6     -356.3404212365     4439.9
No   7     -356.3466693686     4150.7
No   8     -356.3455558436     4177.5
No   9     -356.3310333462     3913.5
No  10     -356.3396404505     4177.2
No  11     -356.3470113645     4028.7
No  12     -356.3556835264     4208.3
No  13     -356.3470246302     4306.1
No  14     -356.3434353630     4118.1
No  15     -356.3437909879     4304.4
No  16     -356.3388154305     4510.8
No  17     -356.3531275366     4004.2
No  18     -356.3462110309     3933.0
No  19     -356.3265086707     4403.5
No  20     -356.3426909929     3991.5
