  cluster  E_norm [Eh]  De [kcal]    p
     1   -146.903644     0.0000   0.5262
     2   -146.903139     0.3173   0.3080
     3   -146.902376     0.7961   0.1373
     4   -146.900894     1.7261   0.0286

Ensemble free energy [Eh]:     -146.9042506626
