  cluster  E_norm [Eh]  De [kcal]    p
     1   -636.838713     0.0000   0.9999
     2   -636.830270     5.2981   0.0001
     3   -636.818827     ******   0.0000
     4   -636.818093     ******   0.0000
     5   -636.813182     ******   0.0000
     6   -636.811333     ******   0.0000
     7   -636.811221     ******   0.0000
     8   -636.810872     ******   0.0000
     9   -636.810085     ******   0.0000
     10  -636.808170     ******   0.0000
     11  -636.807400     ******   0.0000
     12  -636.807090     ******   0.0000
     13  -636.806473     ******   0.0000
     14  -636.806360     ******   0.0000
     15  -636.804423     ******   0.0000
     16  -636.804265     ******   0.0000
     17  -636.803286     ******   0.0000
     18  -636.803075     ******   0.0000
     19  -636.802911     ******   0.0000
     20  -636.802675     ******   0.0000
     21  -636.801830     ******   0.0000
     22  -636.801400     ******   0.0000
     23  -636.801254     ******   0.0000
     24  -636.800065     ******   0.0000
     25  -636.799754     ******   0.0000
     26  -636.799495     ******   0.0000
     27  -636.799494     ******   0.0000
     28  -636.796224     ******   0.0000
     29  -636.795474     ******   0.0000
     30  -636.794486     ******   0.0000
     31  -636.794214     ******   0.0000
     32  -636.792714     ******   0.0000
     33  -636.792547     ******   0.0000
     34  -636.792380     ******   0.0000
     35  -636.791464     ******   0.0000
     36  -636.791129     ******   0.0000
     37  -636.790158     ******   0.0000
     38  -636.789335     ******   0.0000
     39  -636.788636     ******   0.0000
     40  -636.786735     ******   0.0000
     41  -636.785907     ******   0.0000
     42  -636.784115     ******   0.0000
     43  -636.783822     ******   0.0000
     44  -636.783739     ******   0.0000
     45  -636.780653     ******   0.0000
     46  -636.780007     ******   0.0000
     47  -636.779112     ******   0.0000
     48  -636.778575     ******   0.0000
     49  -636.778512     ******   0.0000
     50  -636.771709     ******   0.0000
     51  -636.765833     ******   0.0000
