  cluster  E_norm [Eh]  De [kcal]    p
     1   -458.529688     0.0000   0.9944
     2   -458.524805     3.0644   0.0056
     3   -458.515751     8.7457   0.0000
     4   -458.515662     8.8013   0.0000
     5   -458.515481     8.9150   0.0000
     6   -458.512971     ******   0.0000
     7   -458.511029     ******   0.0000
     8   -458.509492     ******   0.0000
     9   -458.508533     ******   0.0000
     10  -458.506711     ******   0.0000
     11  -458.505150     ******   0.0000
     12  -458.504581     ******   0.0000
     13  -458.504187     ******   0.0000
     14  -458.503798     ******   0.0000
     15  -458.503552     ******   0.0000
     16  -458.503082     ******   0.0000
     17  -458.501226     ******   0.0000
     18  -458.501122     ******   0.0000
     19  -458.501006     ******   0.0000
     20  -458.500774     ******   0.0000

Ensemble free energy [Eh]:     -458.5296935498
