  cluster  E_norm [Eh]  De [kcal]    p
     1   -636.510531     0.0000   0.9516
     2   -636.506953     2.2450   0.0215
     3   -636.506519     2.5173   0.0136
     4   -636.506398     2.5933   0.0120
     5   -636.504221     3.9595   0.0012
     6   -636.501683     5.5521   0.0001
     7   -636.501300     5.7927   0.0001
     8   -636.498963     7.2590   0.0000
     9   -636.496241     8.9672   0.0000
     10  -636.496086     9.0643   0.0000
     11  -636.495843     9.2169   0.0000
     12  -636.493785     ******   0.0000
     13  -636.491964     ******   0.0000
     14  -636.489538     ******   0.0000
     15  -636.488657     ******   0.0000
     16  -636.488258     ******   0.0000
     17  -636.487965     ******   0.0000
     18  -636.481633     ******   0.0000
     19  -636.481193     ******   0.0000
     20  -636.479727     ******   0.0000

Ensemble free energy [Eh]:     -636.5105775943
