  cluster  E_norm [Eh]  De [kcal]    p
     1   -203.586125     0.0000   0.9767
     2   -203.582536     2.2523   0.0218
     3   -203.579405     4.2169   0.0008
     4   -203.578233     4.9525   0.0002
     5   -203.578013     5.0902   0.0002
     6   -203.577857     5.1882   0.0002
     7   -203.577524     5.3976   0.0001
     8   -203.572760     8.3867   0.0000
     9   -203.572758     8.3881   0.0000
     10  -203.572503     8.5480   0.0000
     11  -203.571692     9.0569   0.0000
     12  -203.570230     9.9746   0.0000
     13  -203.569303     ******   0.0000
     14  -203.568886     ******   0.0000
     15  -203.568800     ******   0.0000
     16  -203.568323     ******   0.0000
     17  -203.567195     ******   0.0000
     18  -203.566594     ******   0.0000
     19  -203.566556     ******   0.0000
     20  -203.559835     ******   0.0000

Ensemble free energy [Eh]:     -203.5861473719
