   #           Energy [Eh]      SASA
No   1     -305.4416714124     3557.5
No   2     -305.4291034403     3763.5
No   3     -305.4301043261     3675.9
No   4     -305.4200889679     3775.6
No   5     -305.4287712398     3756.8
No   6     -305.4246456048     3968.5
No   7     -305.4269727506     3606.9
No   8     -305.4190342103     3859.2
No   9     -305.4306278949     4223.8
No  10     -305.4073649830     3797.3
No  11     -305.4091809088     3788.4
No  12     -305.4296675734     3689.1
No  13     -305.4123113801     3790.2
No  14     -305.4116265321     3679.9
No  15     -305.4193482429     3749.1
No  16     -305.4194443377     3703.6
No  17     -305.4170797350     3887.8
No  18     -305.4193838565     3766.7
No  19     -305.4164624023     3671.3
No  20     -305.4228609672     3777.1
