  cluster  E_norm [Eh]  De [kcal]    p
     1   -305.441671     0.0000   1.0000
     2   -305.430628     6.9299   0.0000
     3   -305.430104     7.2585   0.0000
     4   -305.429668     7.5325   0.0000
     5   -305.429103     7.8865   0.0000
     6   -305.428771     8.0950   0.0000
     7   -305.426973     9.2236   0.0000
     8   -305.424646     ******   0.0000
     9   -305.422861     ******   0.0000
     10  -305.420089     ******   0.0000
     11  -305.419444     ******   0.0000
     12  -305.419384     ******   0.0000
     13  -305.419348     ******   0.0000
     14  -305.419034     ******   0.0000
     15  -305.417080     ******   0.0000
     16  -305.416462     ******   0.0000
     17  -305.412311     ******   0.0000
     18  -305.411627     ******   0.0000
     19  -305.409181     ******   0.0000
     20  -305.407365     ******   0.0000

Ensemble free energy [Eh]:     -305.4416714304
