  cluster  E_norm [Eh]  De [kcal]    p
     1   -244.148866     0.0000   0.3861
     2   -244.147820     0.6564   0.1275
     3   -244.147693     0.7361   0.1115
     4   -244.147417     0.9090   0.0832
     5   -244.147055     1.1362   0.0567
     6   -244.146878     1.2474   0.0470
     7   -244.146748     1.3288   0.0410
     8   -244.146616     1.4118   0.0356
     9   -244.146120     1.7232   0.0211
     10  -244.145888     1.8685   0.0165
     11  -244.145886     1.8700   0.0164
     12  -244.145797     1.9258   0.0150
     13  -244.145712     1.9790   0.0137
     14  -244.145241     2.2745   0.0083
     15  -244.144766     2.5728   0.0050
     16  -244.144352     2.8322   0.0032
     17  -244.144326     2.8485   0.0032
     18  -244.144296     2.8676   0.0031
     19  -244.144282     2.8762   0.0030
     20  -244.144264     2.8878   0.0030

Ensemble free energy [Eh]:     -244.1497644413
