   #   Energy       Run. Aver.   Diff / au.
    1 -424.01161438  -0.67570545  -0.67570545
    2 -379.69642325  -0.97824780  -0.30254235
    3 -368.81320613  -0.94892638   0.02932142
    4 -367.91415498  -0.85094155   0.09798483
    5 -370.81531686  -0.77934262   0.07159892
    6 -372.60780292  -0.73648374   0.04285888
    7 -379.46466452  -0.71153699   0.02494675
    8 -383.60817363  -0.69589133   0.01564566
    9 -385.23635697  -0.68504424   0.01084709
   10 -381.42307715  -0.67623874   0.00880550
   11 -379.41056050  -0.66892827   0.00731046
   12 -379.52170304  -0.66297557   0.00595271
   13 -382.09412785  -0.65835845   0.00461712
   14 -385.05286770  -0.65483310   0.00352534
   15 -382.47896757  -0.65157714   0.00325597
   16 -387.48404984  -0.64924351   0.00233363
   17 -388.21059366  -0.64730679   0.00193672
   18 -388.30492785  -0.64561566   0.00169113
   19 -389.59359821  -0.64422356   0.00139210
   20 -382.87499992  -0.64245028   0.00177328
   21 -384.75045188  -0.64097005   0.00148023
   22 -389.52421541  -0.63998351   0.00098655
   23 -387.30408188  -0.63895039   0.00103312
   24 -389.69935557  -0.63816047   0.00078992
   25 -390.34298723  -0.63748449   0.00067597
   26 -388.03825705  -0.63672364   0.00076085
   27 -387.45387642  -0.63598151   0.00074213
   28 -386.54528144  -0.63524135   0.00074016
   29 -386.29080500  -0.63453831   0.00070303
   30 -385.93003786  -0.63386422   0.00067409
   31 -386.16815071  -0.63324679   0.00061743
   32 -387.56590854  -0.63273933   0.00050746
   33 -387.58663200  -0.63226696   0.00047237
   34 -387.29411762  -0.63180970   0.00045726
   35 -386.96514145  -0.63136402   0.00044568
   36 -388.22022161  -0.63099898   0.00036504
   37 -391.72845696  -0.63080695   0.00019203
   38 -391.49409628  -0.63061975   0.00018720
   39 -392.26244070  -0.63047368   0.00014608
   40 -391.89708935  -0.63032137   0.00015230
   41 -393.06509802  -0.63022175   0.00009963
   42 -390.62578416  -0.63003557   0.00018618
   43 -391.33950714  -0.62988248   0.00015308
   44 -390.14857116  -0.62969398   0.00018851
   45 -390.18932459  -0.62951450   0.00017947
   46 -390.71833772  -0.62936136   0.00015315
   47 -390.75452761  -0.62921651   0.00014484
   48 -389.85041662  -0.62904786   0.00016865
   49 -393.56500851  -0.62900642   0.00004145
   50 -393.21863013  -0.62895813   0.00004828
   51 -394.64437414  -0.62895616   0.00000197
   52 -393.87792188  -0.62893167   0.00002450
   53 -391.96682849  -0.62885021   0.00008146
   54 -392.24528088  -0.62877893   0.00007128
   55 -392.02305008  -0.62870399   0.00007494
   56 -392.24723724  -0.62863804   0.00006595
   57 -391.76635610  -0.62856111   0.00007692
   58 -391.11533325  -0.62846876   0.00009235
   59 -391.11240847  -0.62837921   0.00008956
   60 -389.75341515  -0.62825659   0.00012262
   61 -390.41402317  -0.62815470   0.00010188
   62 -390.25167055  -0.62805227   0.00010244
   63 -390.26254761  -0.62795335   0.00009892
   64 -390.13295202  -0.62785435   0.00009900
   65 -392.48913143  -0.62781616   0.00003819
   66 -392.14616782  -0.62777177   0.00004439
   67 -392.04876077  -0.62772630   0.00004547
   68 -393.39211145  -0.62771363   0.00001267
   69 -392.46082639  -0.62768029   0.00003334
   70 -392.06717490  -0.62763865   0.00004164
   71 -391.82909442  -0.62759272   0.00004593
   72 -391.20019812  -0.62753409   0.00005863
   73 -392.03950934  -0.62749521   0.00003888
   74 -392.64612948  -0.62747072   0.00002450
   75 -392.69885263  -0.62744819   0.00002253
   76 -393.42163923  -0.62744143   0.00000676
