  cluster  E_norm [Eh]  De [kcal]    p
     1   -142.308677     0.0000   0.6986
     2   -142.307818     0.5394   0.2811
     3   -142.304675     2.5114   0.0101
     4   -142.303617     3.1752   0.0033
     5   -142.303555     3.2144   0.0031
     6   -142.302813     3.6797   0.0014
     7   -142.302170     4.0831   0.0007
     8   -142.302087     4.1354   0.0006
     9   -142.301721     4.3652   0.0004
     10  -142.300466     5.1528   0.0001
     11  -142.300407     5.1897   0.0001
     12  -142.300374     5.2102   0.0001
     13  -142.300273     5.2736   0.0001
     14  -142.299861     5.5321   0.0001
     15  -142.299789     5.5777   0.0001
     16  -142.299710     5.6272   0.0001
     17  -142.299706     5.6297   0.0001
     18  -142.299567     5.7168   0.0000
     19  -142.299243     5.9201   0.0000
     20  -142.299091     6.0157   0.0000

Ensemble free energy [Eh]:     -142.3090159542
