  cluster  E_norm [Eh]  De [kcal]    p
     1   -524.294148     0.0000   0.9998
     2   -524.285754     5.2671   0.0001
     3   -524.283700     6.5563   0.0000
     4   -524.281384     8.0094   0.0000
     5   -524.281041     8.2250   0.0000
     6   -524.280413     8.6190   0.0000
     7   -524.279062     9.4666   0.0000
     8   -524.277995     ******   0.0000
     9   -524.277878     ******   0.0000
     10  -524.276813     ******   0.0000
     11  -524.276774     ******   0.0000
     12  -524.273852     ******   0.0000
     13  -524.272961     ******   0.0000
     14  -524.272945     ******   0.0000
     15  -524.272002     ******   0.0000
     16  -524.269770     ******   0.0000
     17  -524.269586     ******   0.0000
     18  -524.269523     ******   0.0000
     19  -524.268494     ******   0.0000
     20  -524.268041     ******   0.0000

Ensemble free energy [Eh]:     -524.2941483535
